trip_id,shape_dist_traveled
32829732,14.7594
32829733,14.7594
32829734,14.7594
32829735,14.7594
32829736,14.7594
32829737,14.7594
32829738,14.7594
32829739,14.7594
32829740,3.1165
32829741,14.7594
32829742,14.7594
32829743,14.7594
32829744,14.7594
32829745,14.7594
32829746,14.7594
32829747,3.1165
32829748,11.2503
32829749,11.2503
32829750,3.1165
32829751,14.7594
32829752,0.971
32829753,14.7594
32829754,14.7594
32829755,14.7594
32829756,14.7594
32829757,14.7594
32829758,14.7594
32829759,14.7594
32829760,14.7594
32829761,14.7594
32829762,14.7594
32829763,14.7594
32829764,14.7594
32829765,14.7594
32829766,14.7594
32829767,14.7594
32829768,11.2503
32829769,14.7594
32829770,14.7594
32829771,14.7594
32829772,14.7594
32829773,14.7594
32829774,14.7594
32829775,14.7594
32829776,14.7594
32829777,14.7594
32829778,14.7594
32829779,14.7594
32829780,14.7594
32829781,14.7594
32829782,14.7594
32829783,14.7594
32829784,14.7594
32829785,14.7594
32829786,14.7594
32829787,14.7594
32829788,14.7594
32829789,14.7594
32829790,14.7594
32829791,14.7594
32829792,14.7594
32829793,14.7594
32829794,14.7594
32829795,14.7594
32829796,14.7594
32829797,14.7594
32829798,14.7594
32829799,14.7594
32829800,14.7594
32829801,14.7594
32829802,14.7594
32829803,14.7594
32829804,14.7594
32829805,14.7594
32829806,14.7594
32829807,14.7594
32829808,14.7594
32829809,14.7594
32829810,14.7594
32829811,14.7594
32829812,14.7594
32829813,14.7594
32829814,14.7594
32829815,14.7594
32829816,14.7594
32829817,14.7594
32829818,14.7594
32829819,14.7594
32829820,14.7594
32829821,14.7594
32829822,14.7594
32829823,14.7594
32829824,14.7594
32829825,14.7594
32829826,14.7594
32829827,14.7594
32829828,14.7594
32829829,14.7594
32829830,14.7594
32829831,14.7594
32829832,14.7594
32829833,14.7594
32829834,14.7594
32829835,14.7594
32829836,14.7594
32829837,14.7594
32829838,14.7594
32829839,14.7594
32829840,14.7594
32829841,14.7594
32829842,14.7594
32829843,14.7594
32829844,14.7594
32829845,14.7594
32829846,14.7594
32829847,14.7594
32829848,14.7594
32829849,14.7594
32829850,14.7594
32829851,14.7594
32829852,14.7594
32829853,14.7594
32829854,14.7594
32829855,3.1165
32829856,11.2503
32829857,3.1165
32829858,11.2503
32829859,11.2503
32829860,14.7594
32829861,11.2503
32829862,14.8856
32829863,14.8856
32829864,14.8856
32829865,14.8856
32829866,14.8856
32829867,14.8856
32829868,14.8856
32829869,14.8856
32829870,14.8856
32829871,14.8856
32829872,14.8856
32829873,14.8856
32829874,14.8856
32829875,14.8856
32829876,14.8856
32829877,14.8856
32829878,14.8856
32829879,14.8856
32829880,1.7284
32829881,14.8856
32829882,14.8856
32829883,14.8856
32829884,14.8856
32829885,12.0363
32829886,14.8856
32829887,14.8856
32829888,14.8856
32829889,14.8856
32829890,14.8856
32829891,14.8856
32829892,14.8856
32829893,14.8856
32829894,14.8856
32829895,14.8856
32829896,14.1327
32829897,14.8856
32829898,14.8856
32829899,14.8856
32829900,14.8856
32829901,14.8856
32829902,14.8856
32829903,14.8856
32829904,14.8856
32829905,14.8856
32829906,14.8856
32829907,14.8856
32829908,14.8856
32829909,14.8856
32829910,14.8856
32829911,14.8856
32829912,14.8856
32829913,14.8856
32829914,14.8856
32829915,14.8856
32829916,14.8856
32829917,14.8856
32829918,14.8856
32829919,14.8856
32829920,14.8856
32829921,14.8856
32829922,14.8856
32829923,14.8856
32829924,14.8856
32829925,14.8856
32829926,14.8856
32829927,14.8856
32829928,14.8856
32829929,14.8856
32829930,14.8856
32829931,14.8856
32829932,14.8856
32829933,14.8856
32829934,14.8856
32829935,14.8856
32829936,14.8856
32829937,14.8856
32829938,14.8856
32829939,14.8856
32829940,14.8856
32829941,14.8856
32829942,14.8856
32829943,14.8856
32829944,14.8856
32829945,14.8856
32829946,14.8856
32829947,14.8856
32829948,14.8856
32829949,14.8856
32829950,14.8856
32829951,14.8856
32829952,14.8856
32829953,14.8856
32829954,14.8856
32829955,14.8856
32829956,14.8856
32829957,14.8856
32829958,14.8856
32829959,14.8856
32829960,14.8856
32829961,14.8856
32829962,14.8856
32829963,14.8856
32829964,14.8856
32829965,14.8856
32829966,14.8856
32829967,14.8856
32829968,14.8856
32829969,14.8856
32829970,14.8856
32829971,14.8856
32829972,14.8856
32829973,14.8856
32829974,14.8856
32829975,14.8856
32829976,14.8856
32829977,14.8856
32829978,14.8856
32829979,14.8856
32829980,2.8596
32829981,14.8856
32829982,14.8856
32829983,14.1327
32829984,14.8856
32829985,14.8856
32829986,12.0363
32829987,2.8596
32829988,14.1327
32829989,14.8856
32829990,2.8596
32829991,14.1327
32829994,28.2582
32829995,30.2922
32829996,28.2582
32829997,30.2922
32829998,30.2922
32829999,28.2582
32830000,30.2922
32830004,14.7888
32830005,30.2922
32830006,30.2922
32830007,30.2922
32830008,30.2922
32830009,30.2922
32830010,30.2922
32830011,30.2922
32830012,30.2922
32830013,30.2922
32830014,30.2922
32830015,30.2922
32830016,30.2922
32830017,30.2922
32830018,30.2922
32830019,30.2922
32830020,30.2922
32830021,30.2922
32830022,30.2922
32830023,26.1808
32830024,30.2922
32830025,26.1808
32830026,30.2922
32830027,26.1808
32830028,30.2922
32830029,26.1808
32830030,30.2922
32830031,26.1808
32830032,30.2922
32830033,26.1808
32830034,30.2922
32830035,26.1808
32830036,30.2922
32830037,26.1808
32830038,30.2922
32830039,26.1808
32830040,30.2922
32830041,26.1808
32830042,30.2922
32830043,26.1808
32830044,30.2922
32830045,26.1808
32830046,30.2922
32830047,26.1808
32830048,30.2922
32830049,26.1808
32830050,30.2922
32830051,26.1808
32830052,30.2922
32830053,26.1808
32830054,30.2922
32830055,26.1808
32830056,30.2922
32830057,30.2922
32830058,26.1808
32830059,30.2922
32830060,30.2922
32830061,26.1808
32830062,30.2922
32830063,30.2922
32830064,26.1808
32830065,30.2922
32830066,30.2922
32830067,28.2582
32830068,30.2922
32830069,30.2922
32830070,28.2582
32830071,30.2922
32830072,28.2582
32830073,30.2922
32830074,30.2922
32830078,30.2922
32830079,30.2922
32830080,28.2582
32830081,28.2582
32830082,30.2922
32830083,30.2922
32830084,28.2582
32830085,30.2922
32830086,30.2922
32830087,28.2582
32830088,28.2582
32830089,30.2922
32830090,30.2922
32830091,28.2582
32830092,30.2922
32830093,30.2922
32830094,30.2922
32830095,30.2922
32830096,30.2922
32830097,30.2922
32830098,30.2922
32830099,30.2922
32830100,30.2922
32830101,30.2922
32830102,30.2922
32830103,30.2922
32830104,30.2922
32830105,30.2922
32830106,30.2922
32830107,30.2922
32830108,30.2922
32830109,30.2922
32830110,30.2922
32830111,30.2922
32830112,30.2922
32830113,30.2922
32830114,30.2922
32830115,30.2922
32830116,30.2922
32830117,30.2922
32830118,30.2922
32830119,30.2922
32830120,30.2922
32830121,30.2922
32830122,30.2922
32830123,30.2922
32830124,28.2582
32830125,30.2922
32830126,30.2922
32830127,30.2922
32830128,30.2922
32830129,28.2582
32830130,30.2922
32830131,30.2922
32830132,30.2922
32830133,30.2922
32830134,30.2922
32830135,30.2922
32830136,28.2582
32830137,30.2922
32830138,30.2922
32830139,30.2922
32830140,30.2922
32830141,28.2582
32830142,30.2922
32830143,30.2922
32830144,30.2922
32830145,30.2922
32830146,30.2922
32830147,30.2922
32830148,30.2922
32830149,30.2922
32830150,30.2922
32830151,30.2922
32830152,30.2922
32830153,30.2922
32830154,30.2922
32830155,20.7904
32830156,30.2922
32830157,30.2922
32830158,30.2922
32830159,30.2922
32830160,20.7904
32830161,20.7904
32830162,20.7904
32830163,20.7904
32830164,20.7904
32830165,28.2582
32830166,30.2922
32830167,30.2922
32830168,28.2582
32830169,30.2922
32830170,30.2922
32830171,28.2582
32830172,30.2922
32830173,30.2922
32830174,28.2582
32830175,30.2922
32830176,30.2922
32830177,28.2582
32830178,30.2922
32830179,28.2582
32830180,30.2922
32830181,30.2922
32830182,30.2922
32830183,28.2582
32830184,30.2922
32830185,30.2922
32830186,28.2582
32830187,30.2922
32830188,30.2922
32830189,28.2582
32830190,30.2922
32830191,30.2922
32830192,30.2922
32830193,30.2922
32830194,30.2922
32830195,30.2922
32830196,30.2922
32830197,30.2922
32830198,30.2922
32830199,30.2922
32830200,30.2922
32830201,30.2922
32830202,30.2922
32830203,30.2922
32830204,30.2922
32830205,30.2922
32830206,30.2922
32830207,30.2922
32830208,30.2922
32830209,30.2922
32830210,30.2922
32830211,30.2922
32830212,30.2922
32830213,30.2922
32830214,30.2922
32830215,30.2922
32830216,30.2922
32830217,30.2922
32830218,30.2922
32830219,30.2922
32830226,30.2922
32830227,30.2922
32830228,30.2922
32830229,30.2922
32830230,30.2922
32830231,30.2922
32830232,30.2922
32830233,30.2922
32830234,30.2922
32830235,30.2922
32830236,30.2922
32830237,30.2922
32830238,30.2922
32830247,30.2922
32830248,30.2922
32830249,28.2582
32830250,30.2922
32830251,30.2922
32830252,28.2582
32830253,30.2922
32830254,28.2582
32830255,30.2922
32830256,30.2922
32830257,28.2582
32830258,28.2582
32830259,30.2922
32830260,28.2582
